ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
FDT10,16.7,Средняя калорийность,0.062170334,Закуски,60.9562,OUT045,2002,,Локация 2,Супермаркет Тип1,829.5868
FDE05,10.895,Средняя калорийность,0.032427039,Замороженные продукты,147.7102,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1166.4816
FDC32,18.35,Низкокалорийный,0.099309997,Фрукты и овощи,91.4462,OUT045,2002,,Локация 2,Супермаркет Тип1,1665.8316
FDJ22,18.75,Низкокалорийный,0.05310896,Закуски,193.6504,OUT017,2007,,Локация 2,Супермаркет Тип1,2876.256
NCH18,9.3,Низкокалорийный,0.044843161,Товары для дома,246.1802,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2702.4822
DRE37,,Низкокалорийный,0.164966345,Безалкогольные напитки,189.4872,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,189.0872
DRC13,8.26,Средняя калорийность,0.032435437,Безалкогольные напитки,124.873,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2956.152
FDG47,12.8,Низкокалорийный,0.06961884,Бакалея,260.3252,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,8132.0812
FDY55,16.75,Низкокалорийный,0.08165147,Фрукты и овощи,258.3988,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1541.9928
NCW29,,Низкокалорийный,0.028723187,Здоровье и гигиена,131.831,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3635.268
NCT05,10.895,Низкокалорийный,0.020994339,Здоровье и гигиена,255.6672,OUT045,2002,,Локация 2,Супермаркет Тип1,4346.3424
FDN50,16.85,Средняя калорийность,0.026561057,Консервы,93.712,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,466.06
FDU60,20,Средняя калорийность,0.100262068,Выпечка,169.6132,OUT010,1998,,Локация 3,Продуктовый магазин,169.1132
FDX02,16,Низкокалорийный,0.057012606,Молочные продукты,225.0404,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,5851.0504
FDL34,16,Низкокалорийный,0.041009558,Закуски,141.2496,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2681.8424
DRF27,8.93,Низкокалорийный,0.028578012,Молочные продукты,152.234,OUT017,2007,,Локация 2,Супермаркет Тип1,3828.35
FDZ35,9.6,Средняя калорийность,0,Хлеб,101.699,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2373.577
DRF03,,Низкокалорийный,0.045088724,Молочные продукты,39.7138,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1096.5726
NCO41,,Низкокалорийный,0.018757586,Здоровье и гигиена,96.9384,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2167.8448
FDQ59,9.8,Средняя калорийность,0.056500895,Хлеб,85.8908,OUT045,2002,,Локация 2,Супермаркет Тип1,1845.5976
NCZ53,9.6,Низкокалорийный,0.024576875,Здоровье и гигиена,186.6214,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1884.214
FDZ33,,Низкокалорийный,0.188038372,Закуски,146.4076,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,147.8076
FDD34,7.945,Низкокалорийный,0.015908485,Закуски,161.421,OUT045,2002,,Локация 2,Супермаркет Тип1,3425.541
NCM06,7.475,Низкокалорийный,0.075845634,Товары для дома,156.0656,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1853.5872
FDY43,14.85,Низкокалорийный,0.098803088,Фрукты и овощи,169.7474,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,673.7896
DRM23,16.6,Низкокалорийный,0.227189581,Крепкие напитки,173.9422,OUT010,1998,,Локация 3,Продуктовый магазин,172.4422
FDT20,10.5,Низкокалорийный,0.041459804,Фрукты и овощи,39.2164,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,540.6296
FDG46,8.63,Средняя калорийность,0.032882271,Закуски,113.5518,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2732.4432
FDH10,21,Низкокалорийный,0.049583899,Закуски,193.8478,OUT017,2007,,Локация 2,Супермаркет Тип1,1162.4868
FDF24,15.5,Средняя калорийность,0.02536567,Выпечка,82.7934,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1228.401
FDG57,14.7,Низкокалорийный,0.07229836,Фрукты и овощи,48.2034,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,874.8612
FDN44,13.15,Низкокалорийный,0.022924552,Фрукты и овощи,157.892,OUT017,2007,,Локация 2,Супермаркет Тип1,1917.504
FDD32,17.7,Средняя калорийность,0.040897932,Фрукты и овощи,82.6276,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,731.0484
FDI04,,Средняя калорийность,0.127660257,Замороженные продукты,198.5426,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,790.9704
FDA56,9.21,Низкокалорийный,0.008764786,Фрукты и овощи,123.1414,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,4264.449
DRG51,12.1,Низкокалорийный,0.011604894,Молочные продукты,166.0526,OUT017,2007,,Локация 2,Супермаркет Тип1,1480.0734
FDZ04,9.31,Низкокалорийный,0.038169783,Замороженные продукты,64.551,OUT017,2007,,Локация 2,Супермаркет Тип1,1581.275
FDT13,14.85,Низкокалорийный,0.018568129,Консервы,188.2214,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,3014.7424
FDY56,,Средняя калорийность,0.062109174,Фрукты и овощи,223.7062,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4965.5364
FDB51,6.92,Низкокалорийный,0.038671588,Молочные продукты,64.2852,OUT017,2007,,Локация 2,Супермаркет Тип1,438.0964
NCY29,13.65,Низкокалорийный,0.077169841,Здоровье и гигиена,55.593,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,282.965
FDL34,16,Низкокалорийный,0.041028937,Закуски,142.6496,OUT045,2002,,Локация 2,Супермаркет Тип1,1834.9448
NCQ38,16.35,Низкокалорийный,0.013387211,Другое,105.628,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1065.28
NCR41,,Низкокалорийный,0.017936715,Здоровье и гигиена,93.7094,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4189.2136
FDY24,4.88,Средняя калорийность,0.223440258,Выпечка,52.2298,OUT010,1998,,Локация 3,Продуктовый магазин,161.7894
NCA42,6.965,Низкокалорийный,0,Товары для дома,159.6604,OUT045,2002,,Локация 2,Супермаркет Тип1,3327.6684
FDB11,16,Низкокалорийный,0.060942632,Бакалея,225.6404,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2925.5252
FDG26,18.85,Низкокалорийный,0.042641788,Консервы,257.833,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,5382.993
FDH24,20.7,Низкокалорийный,0.021427082,Выпечка,156.5288,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1571.288
FDX44,9.3,Низкокалорийный,0.042930789,Фрукты и овощи,88.5172,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1427.4752
FDT52,9.695,Средняя калорийность,0.047697859,Замороженные продукты,244.6144,OUT017,2007,,Локация 2,Супермаркет Тип1,2695.1584
FDT04,17.25,Низкокалорийный,0.10764721,Замороженные продукты,39.3822,OUT017,2007,,Локация 2,Супермаркет Тип1,314.2576
FDO58,19.6,Низкокалорийный,0.039577173,Закуски,166.1526,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2960.1468
FDR60,14.3,Низкокалорийный,0.130415118,Выпечка,75.9328,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1158.492
NCL54,12.6,Низкокалорийный,0.082921642,Товары для дома,175.2054,OUT045,2002,,Локация 2,Супермаркет Тип1,3502.108
FDW50,13.1,Низкокалорийный,0.075515154,Молочные продукты,167.2158,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3008.0844
FDK43,,Низкокалорийный,0.046994717,Мясо,125.802,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,253.004
FDQ32,17.85,Средняя калорийность,0.04679836,Фрукты и овощи,123.8388,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,866.8716
FDE29,8.905,Низкокалорийный,0.143129124,Замороженные продукты,58.8878,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1151.1682
NCN07,18.5,Низкокалорийный,0.034013539,Другое,133.2284,OUT045,2002,,Локация 2,Супермаркет Тип1,2768.3964
FDB37,20.25,Средняя калорийность,0.022921735,Выпечка,240.7538,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3364.9532
FDD21,10.3,Средняя калорийность,0.030616757,Фрукты и овощи,112.7176,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,343.5528
FDX16,17.85,Низкокалорийный,0.06575528,Замороженные продукты,151.505,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2546.685
FDN46,7.21,Средняя калорийность,0.144856342,Закуски,100.5332,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1127.8652
FDV28,16.1,Средняя калорийность,0.267352587,Замороженные продукты,34.9558,OUT010,1998,,Локация 3,Продуктовый магазин,67.9116
FDR48,,Низкокалорийный,0.130867413,Выпечка,150.8024,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,4402.2696
FDW37,,Низкокалорийный,0.123449671,Консервы,89.7488,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1901.5248
FDV40,17.35,Низкокалорийный,0.014689006,Замороженные продукты,74.5038,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,739.038
FDZ57,10,Средняя калорийность,0.037918142,Закуски,129.6994,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1413.4934
FDY46,18.6,Низкокалорийный,0.047964395,Закуски,185.0898,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2993.4368
FDX45,16.75,Низкокалорийный,0.105018817,Закуски,155.263,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1721.093
FDB33,17.75,Низкокалорийный,0.014577412,Фрукты и овощи,160.7262,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2864.2716
FDT58,9,Низкокалорийный,0.143870574,Закуски,169.4816,OUT010,1998,,Локация 3,Продуктовый магазин,503.3448
FDM39,6.42,Низкокалорийный,0.053553794,Молочные продукты,178.6002,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,3582.004
NCY41,16.75,Низкокалорийный,0.075889215,Здоровье и гигиена,37.6532,OUT045,2002,,Локация 2,Супермаркет Тип1,575.2512
NCL31,7.39,Низкокалорийный,0.120280989,Другое,142.747,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3149.234
NCJ31,19.2,Низкокалорийный,0.182653772,Другое,243.0196,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3374.2744
FDO23,,Низкокалорийный,0.25637539,Хлеб,94.8436,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,567.2616
FDN56,5.46,Средняя калорийность,0.107036943,Фрукты и овощи,144.2786,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,288.9572
FDF04,17.5,Низкокалорийный,0,Замороженные продукты,258.3304,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3358.2952
FDJ44,12.3,Средняя калорийность,0.106238768,Фрукты и овощи,176.1396,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,3663.2316
FDS50,17,Низкокалорийный,0.055545797,Молочные продукты,220.5114,OUT045,2002,,Локация 2,Супермаркет Тип1,5321.0736
NCQ41,,Низкокалорийный,0.019386057,Здоровье и гигиена,194.5794,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3511.4292
FDA49,19.7,Низкокалорийный,0.064921764,Консервы,88.1198,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1744.396
NCZ06,19.6,Низкокалорийный,0.094694278,Товары для дома,254.9698,OUT017,2007,,Локация 2,Супермаркет Тип1,2536.698
NCM43,14.5,Низкокалорийный,0.019554705,Другое,162.421,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1957.452
FDH19,19.35,Низкокалорийный,0.033060937,Мясо,172.4738,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1911.5118
FDS15,9.195,Средняя калорийность,0.078181964,Мясо,106.7596,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4098.6648
FDO50,16.25,Низкокалорийный,0,Консервы,90.2804,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1653.8472
FDJ20,20.7,Средняя калорийность,0.100583009,Фрукты и овощи,123.5388,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1981.4208
NCI31,20,Низкокалорийный,0.136124989,Другое,38.319,OUT010,1998,,Локация 3,Продуктовый магазин,146.476
FDU20,,Средняя калорийность,0.021353642,Фрукты и овощи,122.1098,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3374.2744
DRK13,11.8,Низкокалорийный,0.115167579,Безалкогольные напитки,199.8084,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2380.9008
DRJ24,11.8,Низкокалорийный,0.113559058,Безалкогольные напитки,184.2924,OUT045,2002,,Локация 2,Супермаркет Тип1,1850.924
FDI20,19.1,Низкокалорийный,0.038641968,Фрукты и овощи,212.1586,OUT045,2002,,Локация 2,Супермаркет Тип1,5909.6408
FDF10,15.5,Средняя калорийность,0.157246634,Закуски,145.6418,OUT045,2002,,Локация 2,Супермаркет Тип1,2207.127
FDQ45,9.5,Средняя калорийность,0.010917052,Закуски,185.3608,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2021.3688
FDQ10,12.85,Низкокалорийный,0.033172957,Закуски,172.0422,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,5345.7082
FDM36,11.65,Средняя калорийность,0.058719726,Выпечка,171.1422,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2931.5174
FDN12,15.6,Низкокалорийный,0,Выпечка,111.8544,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1454.1072
FDD50,18.85,Низкокалорийный,0.141524348,Консервы,168.4132,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2874.9244
FDG17,6.865,Средняя калорийность,0.035895934,Замороженные продукты,244.4486,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,6353.0636
FDY58,11.65,Низкокалорийный,0.039980644,Закуски,227.3694,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4567.388
NCK29,,Низкокалорийный,0,Здоровье и гигиена,123.473,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,369.519
FDM32,20.5,Низкокалорийный,0,Фрукты и овощи,90.883,OUT010,1998,,Локация 3,Продуктовый магазин,89.883
FDL46,20.35,Низкокалорийный,0.054056927,Закуски,116.8466,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2356.932
FDC51,10.895,Средняя калорийность,0.009636821,Молочные продукты,121.873,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2463.46
FDF16,7.3,Низкокалорийный,0.086266286,Замороженные продукты,147.2076,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1921.4988
NCV54,11.1,Низкокалорийный,0.033081389,Товары для дома,116.5124,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1066.6116
FDE35,7.06,Средняя калорийность,0.043989429,Бакалея,60.2904,OUT045,2002,,Локация 2,Супермаркет Тип1,644.4944
FDA23,9.8,Низкокалорийный,0.047178116,Выпечка,99.4016,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2428.8384
FDI46,9.5,Низкокалорийный,0.074496043,Закуски,251.9724,OUT045,2002,,Локация 2,Супермаркет Тип1,2516.724
FDZ21,17.6,Средняя калорийность,0.039189221,Закуски,97.341,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,965.41
DRK13,11.8,Низкокалорийный,0.115819014,Безалкогольные напитки,198.3084,OUT017,2007,,Локация 2,Супермаркет Тип1,4563.3932
FDX36,9.695,Средняя калорийность,0.129008866,Выпечка,226.9404,OUT017,2007,,Локация 2,Супермаркет Тип1,2700.4848
FDY22,16.5,Средняя калорийность,0.160371305,Закуски,143.9128,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1581.9408
FDR32,,Средняя калорийность,0.085392428,Фрукты и овощи,226.7694,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6165.9738
DRF25,9,Низкокалорийный,0.038925251,Безалкогольные напитки,34.919,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,476.047
FDK20,12.6,Средняя калорийность,0.041557653,Фрукты и овощи,124.5072,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2450.144
DRI11,,Низкокалорийный,0.060237465,Крепкие напитки,115.9834,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,345.5502
FDH05,14.35,Средняя калорийность,0.091098018,Замороженные продукты,233.5984,OUT045,2002,,Локация 2,Супермаркет Тип1,1853.5872
FDA46,13.6,Низкокалорийный,0.117874024,Закуски,193.6136,OUT045,2002,,Локация 2,Супермаркет Тип1,4471.5128
DRD24,13.85,Низкокалорийный,0.030795085,Безалкогольные напитки,143.3154,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1985.4156
FDL39,16.1,Средняя калорийность,0.063689583,Молочные продукты,181.9318,OUT017,2007,,Локация 2,Супермаркет Тип1,5954.2494
FDD52,18.25,Средняя калорийность,0.184041545,Молочные продукты,110.157,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1867.569
FDR55,12.15,Средняя калорийность,0.13283066,Фрукты и овощи,190.6872,OUT017,2007,,Локация 2,Супермаркет Тип1,2269.0464
DRI13,15.35,Низкокалорийный,0.020441939,Безалкогольные напитки,216.4508,OUT017,2007,,Локация 2,Супермаркет Тип1,5426.27
FDG31,,Низкокалорийный,0.037712875,Мясо,64.4826,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,2518.7214
FDP04,15.35,Низкокалорийный,0.013840784,Замороженные продукты,65.2168,OUT045,2002,,Локация 2,Супермаркет Тип1,958.752
FDH35,18.25,Низкокалорийный,0.060198496,Бакалея,162.9526,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1151.1682
NCB42,11.8,Низкокалорийный,0.008559557,Здоровье и гигиена,117.2492,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2432.8332
FDQ14,9.27,Низкокалорийный,0.061883353,Молочные продукты,147.905,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,1647.855
FDI19,,Низкокалорийный,0.052085615,Мясо,242.8512,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5816.4288
FDJ55,12.8,Средняя калорийность,0.039385992,Мясо,224.8404,OUT010,1998,,Локация 3,Продуктовый магазин,1575.2828
DRN59,15,Низкокалорийный,0.064241345,Крепкие напитки,45.206,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,792.302
NCR06,12.5,Низкокалорийный,0.006759519,Товары для дома,42.8112,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,639.168
NCF42,17.35,Низкокалорийный,0.167243769,Товары для дома,176.2712,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,2988.1104
FDG24,7.975,Низкокалорийный,0.01469075,Выпечка,84.725,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1747.725
FDB58,10.5,Средняя калорийность,0.013551445,Закуски,142.0154,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,2410.8618
FDQ56,,Низкокалорийный,0.105085956,Фрукты и овощи,82.3908,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3691.1952
NCV41,14.35,Низкокалорийный,0.017038777,Здоровье и гигиена,112.5228,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1989.4104
FDW19,12.35,Средняя калорийность,0.038718195,Фрукты и овощи,110.657,OUT017,2007,,Локация 2,Супермаркет Тип1,2087.283
FDO56,10.195,Средняя калорийность,0.075291577,Фрукты и овощи,119.1808,OUT010,1998,,Локация 3,Продуктовый магазин,351.5424
FDI41,18.5,Средняя калорийность,0,Замороженные продукты,148.7418,OUT045,2002,,Локация 2,Супермаркет Тип1,2501.4106
FDN10,11.5,Низкокалорийный,0,Закуски,119.5124,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,829.5868
FDY20,12.5,Средняя калорийность,0.082085787,Фрукты и овощи,92.2488,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1358.232
DRM37,,Низкокалорийный,0.095931002,Безалкогольные напитки,198.5768,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,6897.688
FDV34,10.695,Средняя калорийность,0.011448629,Закуски,72.9038,OUT045,2002,,Локация 2,Супермаркет Тип1,1034.6532
NCX18,14.15,Низкокалорийный,0.00879232,Товары для дома,195.011,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1964.11
FDY10,17.6,Низкокалорийный,0.049167388,Закуски,114.9176,OUT045,2002,,Локация 2,Супермаркет Тип1,1946.7992
NCZ17,,Низкокалорийный,0.079046992,Здоровье и гигиена,39.8506,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,1480.0734
FDT12,6.215,Средняя калорийность,0.049580407,Выпечка,227.4062,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,5191.2426
FDD57,18.1,Низкокалорийный,0.022399592,Фрукты и овощи,96.0094,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1808.9786
FDK45,11.65,Низкокалорийный,0.033926852,Морепродукты,111.586,OUT045,2002,,Локация 2,Супермаркет Тип1,3395.58
FDJ57,7.42,Средняя калорийность,0.021617397,Морепродукты,185.0582,OUT045,2002,,Локация 2,Супермаркет Тип1,5201.2296
NCI31,20,Низкокалорийный,0.0814536,Другое,36.819,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,768.999
FDZ48,17.75,Низкокалорийный,0.07607772,Выпечка,112.4544,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2348.9424
FDI16,14,Средняя калорийность,0.135775701,Замороженные продукты,54.564,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,1597.92
FDZ31,15.35,Средняя калорийность,0,Фрукты и овощи,193.0504,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,2492.7552
DRG15,6.13,Низкокалорийный,0.076891526,Молочные продукты,61.5536,OUT045,2002,,Локация 2,Супермаркет Тип1,796.2968
FDX36,9.695,Средняя калорийность,0.128543405,Выпечка,226.5404,OUT045,2002,,Локация 2,Супермаркет Тип1,4500.808
FDD40,20.25,Средняя калорийность,0.014793357,Молочные продукты,191.5162,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,3078.6592
FDA04,,Средняя калорийность,0.066406853,Замороженные продукты,259.7962,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,5697.9164
FDL21,15.85,Средняя калорийность,0.007140468,Закуски,40.848,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,679.116
FDS21,19.85,Средняя калорийность,0.020858779,Закуски,62.8194,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,928.791
DRF23,4.61,Низкокалорийный,0.123346085,Крепкие напитки,172.5396,OUT017,2007,,Локация 2,Супермаркет Тип1,3663.2316
FDM46,7.365,Низкокалорийный,0.159937597,Закуски,93.912,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1304.968
DRG49,,Низкокалорийный,0.067128641,Безалкогольные напитки,242.8486,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3420.8804
FDG26,18.85,Низкокалорийный,0.042736348,Консервы,255.933,OUT045,2002,,Локация 2,Супермаркет Тип1,3844.995
FDR51,,Средняя калорийность,0.172629683,Мясо,148.4708,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3761.77
FDV39,11.3,Низкокалорийный,0.007278512,Мясо,196.7426,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2768.3964
FDC39,7.405,Низкокалорийный,0,Молочные продукты,205.7296,OUT017,2007,,Локация 2,Супермаркет Тип1,4570.0512
FDP45,15.7,Средняя калорийность,0.03079807,Закуски,252.9724,OUT017,2007,,Локация 2,Супермаркет Тип1,3020.0688
FDC56,7.72,Низкокалорийный,0.12152072,Фрукты и овощи,118.244,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,958.752
FDK38,6.65,Низкокалорийный,0.053591345,Консервы,149.7734,OUT017,2007,,Локация 2,Супермаркет Тип1,2375.5744
NCJ29,10.6,Низкокалорийный,0.035163639,Здоровье и гигиена,84.4224,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,852.224
NCF19,,Низкокалорийный,0.061470858,Товары для дома,48.6034,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,145.8102
FDG59,15.85,Низкокалорийный,0.043226398,Бакалея,37.5164,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,270.3148
FDE59,12.15,Низкокалорийный,0.062640143,Бакалея,36.6532,OUT017,2007,,Локация 2,Супермаркет Тип1,251.6724
FDB04,11.35,Средняя калорийность,0.06358394,Молочные продукты,89.4856,OUT017,2007,,Локация 2,Супермаркет Тип1,1142.5128
NCK05,20.1,Низкокалорийный,0.077389797,Здоровье и гигиена,60.8536,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1347.5792
FDR03,15.7,Средняя калорийность,0.00878535,Мясо,204.998,OUT017,2007,,Локация 2,Супермаркет Тип1,5366.348
FDQ03,,Средняя калорийность,0.136592891,Мясо,238.0248,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,711.0744
FDC59,16.7,Средняя калорийность,0.054937907,Бакалея,64.2168,OUT017,2007,,Локация 2,Супермаркет Тип1,1661.8368
DRB13,6.115,Средняя калорийность,0.007084185,Безалкогольные напитки,191.153,OUT017,2007,,Локация 2,Супермаркет Тип1,3415.554
NCE54,20.7,Низкокалорийный,0.027052013,Товары для дома,73.9354,OUT017,2007,,Локация 2,Супермаркет Тип1,1655.1788
FDC10,9.8,Средняя калорийность,0.072863893,Закуски,118.6098,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,843.5686
FDR46,,Низкокалорийный,0.244102315,Закуски,148.076,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,146.476
FDA10,20.35,Низкокалорийный,0.141789197,Закуски,121.9072,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,1347.5792
FDP23,,Низкокалорийный,0.035414528,Хлеб,218.2166,OUT027,1985,Средний,Локация 3,Супермаркет Тип 3,3701.1822
FDJ41,6.85,Низкокалорийный,0.022864238,Замороженные продукты,260.0594,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,6018.1662
FDL46,20.35,Низкокалорийный,0.054011943,Закуски,116.5466,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1885.5456
FDX33,9.195,Средняя калорийность,0.117462619,Закуски,158.9578,OUT035,2004,Маленький,Локация 2,Супермаркет Тип1,2246.4092
NCL29,9.695,Низкокалорийный,0.11411658,Здоровье и гигиена,158.8604,OUT049,1999,Средний,Локация 1,Супермаркет Тип1,4436.8912
FDE16,,Низкокалорийный,0.046124444,Замороженные продукты,206.7954,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,833.5816
FDM57,11.65,Средняя калорийность,0.075849167,Закуски,85.1908,OUT046,1997,Маленький,Локация 1,Супермаркет Тип1,2181.1608
FDZ36,6.035,Средняя калорийность,0.065729039,Выпечка,188.324,OUT013,1987,Большой,Локация 3,Супермаркет Тип1,1491.392
NCW42,18.2,Низкокалорийный,0.097865088,Товары для дома,221.8456,OUT010,1998,,Локация 3,Продуктовый магазин,884.1824
NCI54,,Низкокалорийный,0.058827583,Товары для дома,110.4912,OUT019,1985,Маленький,Локация 1,Продуктовый магазин,436.7648
DRK01,7.63,Низкокалорийный,0.061313057,Безалкогольные напитки,93.3436,OUT018,2009,Средний,Локация 3,Супермаркет Тип 2,1323.6104
